@relation credits-clean-nominal-weka.filters.unsupervised.attribute.Remove-R1

@attribute checking_status {<0,0<=X<200,'no checking',>=200}
@attribute credit_history {'critical/other existing credit','existing paid','delayed previously','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,'new car','used car',business,'domestic appliance',repairs,other,retraining}
@attribute credit_amount {moderate,really-high,high,exceptional,very-low,low}
@attribute saving_status {'no known savings',<100,500<=X<1000,>=1000,100<=X<500}
@attribute personal_status {'male single','female div/dep/mar','male div/sep','male mar/wid'}
@attribute age {elderly,young-adult,adult}
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt','unemp/unskilled non res'}
@attribute class {good,bad}

@data
<0,'existing paid',radio/tv,high,<100,'male single',elderly,skilled,bad
'no checking','existing paid',radio/tv,exceptional,'no known savings','male single',adult,skilled,good
>=200,'existing paid',furniture/equipment,high,<100,'male single',adult,skilled,good
0<=X<200,'all paid','new car',moderate,100<=X<500,'male single',young-adult,skilled,bad
'no checking','critical/other existing credit',furniture/equipment,high,500<=X<1000,'male single',adult,skilled,good
'no checking','existing paid',education,high,'no known savings','male single',elderly,'unskilled resident',good
<0,'existing paid',radio/tv,high,<100,'female div/dep/mar',young-adult,skilled,good
<0,'all paid',furniture/equipment,moderate,<100,'male single',adult,skilled,bad
0<=X<200,'existing paid',radio/tv,moderate,'no known savings','male single',young-adult,skilled,good
'no checking','existing paid',furniture/equipment,moderate,<100,'female div/dep/mar',young-adult,skilled,bad
0<=X<200,'existing paid','new car',moderate,<100,'female div/dep/mar',young-adult,'unskilled resident',bad
'no checking','existing paid',education,exceptional,<100,'male single',adult,skilled,good
'no checking','existing paid',radio/tv,moderate,500<=X<1000,'female div/dep/mar',young-adult,skilled,good
'no checking','delayed previously',radio/tv,exceptional,<100,'male single',young-adult,skilled,good
'no checking','existing paid',radio/tv,moderate,<100,'female div/dep/mar',adult,skilled,good
<0,'delayed previously',radio/tv,high,<100,'male single',young-adult,skilled,bad
<0,'existing paid',education,low,<100,'female div/dep/mar',young-adult,'unemp/unskilled non res',bad
0<=X<200,'existing paid',repairs,moderate,<100,'male single',adult,'unskilled resident',good
'no checking','existing paid',education,high,100<=X<500,'male single',adult,'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit',radio/tv,moderate,<100,'male mar/wid',adult,skilled,good
<0,'critical/other existing credit',radio/tv,moderate,<100,'male mar/wid',adult,'high qualif/self emp/mgmt',good
'no checking','delayed previously',business,really-high,'no known savings','male single',young-adult,skilled,bad
<0,'no credits/all paid',furniture/equipment,high,<100,'male div/sep',adult,skilled,good
'no checking','existing paid','new car',moderate,500<=X<1000,'female div/dep/mar',young-adult,skilled,bad
>=200,'existing paid','new car',low,<100,'male single',adult,skilled,bad
<0,'existing paid',education,low,<100,'male single',adult,'unskilled resident',bad
<0,'existing paid',education,really-high,<100,'male single',adult,'high qualif/self emp/mgmt',good
0<=X<200,'existing paid',furniture/equipment,moderate,<100,'male single',adult,'unskilled resident',bad
<0,'existing paid','new car',high,<100,'male single',adult,skilled,bad
0<=X<200,'delayed previously','new car',really-high,100<=X<500,'male single',adult,'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit','used car',high,<100,'male single',adult,skilled,good
<0,'existing paid','new car',high,<100,'male single',young-adult,skilled,good
0<=X<200,'existing paid','new car',low,<100,'male single',adult,'unskilled resident',bad
'no checking','existing paid',radio/tv,exceptional,'no known savings','male single',adult,skilled,good
0<=X<200,'no credits/all paid',business,high,<100,'female div/dep/mar',young-adult,skilled,good
0<=X<200,'critical/other existing credit',furniture/equipment,really-high,<100,'male single',adult,skilled,good
>=200,'existing paid',radio/tv,moderate,<100,'male mar/wid',young-adult,skilled,good
<0,'existing paid','new car',low,'no known savings','male mar/wid',young-adult,skilled,bad
'no checking','existing paid',furniture/equipment,high,<100,'male single',adult,skilled,good
0<=X<200,'delayed previously',furniture/equipment,moderate,<100,'male single',adult,'high qualif/self emp/mgmt',good
>=200,'critical/other existing credit',education,moderate,<100,'female div/dep/mar',adult,'unskilled resident',good
'no checking','critical/other existing credit',other,really-high,<100,'male single',young-adult,'high qualif/self emp/mgmt',good
0<=X<200,'all paid',furniture/equipment,high,>=1000,'male single',adult,skilled,good
'no checking','all paid',business,high,<100,'female div/dep/mar',young-adult,skilled,good
<0,'critical/other existing credit','new car',very-low,<100,'male single',adult,skilled,bad
>=200,'critical/other existing credit',radio/tv,high,<100,'male single',adult,skilled,good
'no checking','critical/other existing credit',business,high,100<=X<500,'male single',young-adult,'unskilled resident',good
'no checking','existing paid',business,really-high,100<=X<500,'male single',adult,skilled,good
'no checking','existing paid','new car',exceptional,<100,'male single',adult,'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit','new car',high,500<=X<1000,'male mar/wid',young-adult,skilled,good
'no checking','delayed previously',business,high,500<=X<1000,'male single',adult,'unskilled resident',bad
'no checking','critical/other existing credit',radio/tv,high,<100,'female div/dep/mar',young-adult,'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',furniture/equipment,really-high,<100,'male single',adult,skilled,good
0<=X<200,'existing paid',radio/tv,really-high,100<=X<500,'male mar/wid',young-adult,skilled,bad
<0,'existing paid',radio/tv,high,<100,'male single',elderly,'unskilled resident',good
'no checking','existing paid',radio/tv,moderate,<100,'female div/dep/mar',young-adult,skilled,good
'no checking','existing paid',education,moderate,<100,'female div/dep/mar',adult,skilled,good
'no checking','existing paid',radio/tv,high,'no known savings','male single',adult,skilled,good
'no checking','delayed previously',radio/tv,moderate,<100,'male mar/wid',adult,skilled,good
'no checking','critical/other existing credit',radio/tv,really-high,<100,'male mar/wid',adult,skilled,good
0<=X<200,'delayed previously',business,really-high,100<=X<500,'male single',adult,'unskilled resident',good
'no checking','existing paid','new car',really-high,'no known savings','male single',adult,skilled,good
>=200,'critical/other existing credit',radio/tv,moderate,'no known savings','male single',young-adult,skilled,good
0<=X<200,'delayed previously','new car',very-low,100<=X<500,'male single',young-adult,skilled,good
'no checking','existing paid',radio/tv,high,100<=X<500,'male single',adult,skilled,good
<0,'existing paid','new car',high,>=1000,'male single',adult,skilled,good
<0,'critical/other existing credit',furniture/equipment,low,<100,'male div/sep',young-adult,skilled,good
0<=X<200,'existing paid',repairs,high,100<=X<500,'female div/dep/mar',young-adult,'unskilled resident',good
0<=X<200,'existing paid',radio/tv,high,100<=X<500,'male single',young-adult,skilled,good
<0,'critical/other existing credit','new car',high,'no known savings','male single',adult,'unskilled resident',good
'no checking','existing paid',radio/tv,high,<100,'male single',young-adult,skilled,good
'no checking','existing paid','used car',moderate,500<=X<1000,'male single',adult,skilled,good
0<=X<200,'existing paid',radio/tv,moderate,<100,'male single',young-adult,skilled,good
'no checking','critical/other existing credit','new car',low,<100,'female div/dep/mar',adult,'unemp/unskilled non res',good
'no checking','critical/other existing credit',radio/tv,moderate,<100,'male single',young-adult,skilled,good
>=200,'existing paid',education,moderate,<100,'male single',adult,'high qualif/self emp/mgmt',good
'no checking','existing paid',furniture/equipment,moderate,500<=X<1000,'female div/dep/mar',young-adult,'unskilled resident',bad
<0,'critical/other existing credit','used car',really-high,<100,'male single',adult,skilled,bad
>=200,'existing paid',radio/tv,moderate,100<=X<500,'female div/dep/mar',adult,skilled,good
0<=X<200,'delayed previously',business,high,100<=X<500,'male single',adult,skilled,good
0<=X<200,'existing paid',business,high,<100,'female div/dep/mar',adult,skilled,good
'no checking','existing paid','new car',really-high,500<=X<1000,'female div/dep/mar',adult,skilled,good
0<=X<200,'existing paid','new car',really-high,100<=X<500,'male single',young-adult,skilled,bad
0<=X<200,'no credits/all paid',furniture/equipment,high,<100,'female div/dep/mar',young-adult,skilled,bad
0<=X<200,'existing paid',radio/tv,moderate,<100,'female div/dep/mar',young-adult,skilled,good
0<=X<200,'existing paid',radio/tv,high,<100,'male single',adult,'unskilled resident',good
'no checking','critical/other existing credit',radio/tv,low,500<=X<1000,'male single',adult,'high qualif/self emp/mgmt',good
<0,'all paid',education,moderate,<100,'female div/dep/mar',adult,skilled,bad
'no checking','existing paid','used car',high,'no known savings','male single',adult,'high qualif/self emp/mgmt',good
<0,'critical/other existing credit',radio/tv,moderate,<100,'male single',young-adult,'unskilled resident',good
0<=X<200,'existing paid','new car',exceptional,<100,'male single',young-adult,'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit','used car',really-high,'no known savings','male single',elderly,skilled,good
'no checking','critical/other existing credit',radio/tv,high,'no known savings','male single',adult,skilled,good
'no checking','existing paid',radio/tv,moderate,<100,'male single',adult,'high qualif/self emp/mgmt',good
>=200,'critical/other existing credit',radio/tv,high,'no known savings','male single',adult,skilled,good
0<=X<200,'no credits/all paid','used car',really-high,100<=X<500,'male mar/wid',adult,skilled,good
>=200,'no credits/all paid',radio/tv,moderate,<100,'male single',adult,'high qualif/self emp/mgmt',bad
0<=X<200,'all paid',education,very-low,>=1000,'female div/dep/mar',young-adult,skilled,bad
<0,'existing paid','new car',moderate,<100,'female div/dep/mar',young-adult,'unskilled resident',bad
0<=X<200,'existing paid',radio/tv,low,500<=X<1000,'female div/dep/mar',elderly,'unskilled resident',good
'no checking','existing paid','new car',high,<100,'female div/dep/mar',young-adult,skilled,bad
'no checking','critical/other existing credit','new car',very-low,>=1000,'female div/dep/mar',adult,'unskilled resident',good
'no checking','critical/other existing credit',radio/tv,moderate,500<=X<1000,'male mar/wid',adult,'unskilled resident',good
<0,'existing paid',radio/tv,moderate,<100,'female div/dep/mar',young-adult,skilled,bad
0<=X<200,'all paid',business,really-high,<100,'female div/dep/mar',adult,skilled,bad
>=200,'critical/other existing credit',business,moderate,>=1000,'male div/sep',adult,skilled,good
0<=X<200,'delayed previously',radio/tv,really-high,<100,'male single',adult,skilled,good
<0,'existing paid',radio/tv,moderate,<100,'male single',young-adult,'unskilled resident',bad
0<=X<200,'existing paid',radio/tv,low,<100,'female div/dep/mar',adult,'unskilled resident',good
'no checking','existing paid','used car',high,>=1000,'female div/dep/mar',young-adult,skilled,good
'no checking','critical/other existing credit','new car',high,<100,'female div/dep/mar',adult,skilled,good
0<=X<200,'all paid','domestic appliance',high,'no known savings','female div/dep/mar',young-adult,'unemp/unskilled non res',good
0<=X<200,'existing paid','used car',exceptional,<100,'female div/dep/mar',young-adult,'high qualif/self emp/mgmt',bad
<0,'existing paid','new car',high,100<=X<500,'male single',adult,'unskilled resident',good
'no checking','critical/other existing credit','new car',really-high,<100,'male single',adult,'high qualif/self emp/mgmt',good
0<=X<200,'no credits/all paid',business,high,100<=X<500,'female div/dep/mar',young-adult,'unskilled resident',bad
<0,'all paid','new car',high,100<=X<500,'male single',adult,skilled,good
0<=X<200,'all paid',radio/tv,moderate,<100,'male single',young-adult,'unskilled resident',good
'no checking','existing paid',radio/tv,high,'no known savings','male single',adult,skilled,good
<0,'all paid',furniture/equipment,exceptional,500<=X<1000,'male single',young-adult,skilled,good
<0,'critical/other existing credit',furniture/equipment,exceptional,'no known savings','male single',young-adult,'high qualif/self emp/mgmt',good
<0,'critical/other existing credit',business,moderate,<100,'male single',young-adult,'unskilled resident',good
<0,'existing paid','new car',high,<100,'female div/dep/mar',young-adult,skilled,good
<0,'existing paid','new car',moderate,<100,'female div/dep/mar',adult,'unskilled resident',bad
'no checking','existing paid','used car',really-high,'no known savings','male single',young-adult,skilled,good
'no checking','existing paid','used car',high,<100,'male single',adult,skilled,good
<0,'existing paid',furniture/equipment,very-low,<100,'female div/dep/mar',adult,skilled,good
<0,'existing paid','new car',low,<100,'female div/dep/mar',young-adult,'unskilled resident',bad
0<=X<200,'existing paid',business,low,100<=X<500,'female div/dep/mar',young-adult,'unskilled resident',good
'no checking','critical/other existing credit',radio/tv,really-high,<100,'female div/dep/mar',young-adult,skilled,good
'no checking','delayed previously',repairs,moderate,>=1000,'male single',adult,skilled,bad
<0,'existing paid','new car',moderate,'no known savings','female div/dep/mar',adult,skilled,bad
>=200,'critical/other existing credit','new car',moderate,<100,'male single',elderly,'unemp/unskilled non res',good
>=200,'critical/other existing credit',radio/tv,moderate,'no known savings','male single',adult,skilled,bad
'no checking','existing paid','new car',moderate,<100,'male single',adult,skilled,good
<0,'critical/other existing credit','new car',low,<100,'male single',adult,skilled,bad
'no checking','critical/other existing credit','new car',really-high,'no known savings','female div/dep/mar',adult,skilled,good
<0,'critical/other existing credit',furniture/equipment,high,<100,'female div/dep/mar',young-adult,skilled,bad
<0,'existing paid',radio/tv,high,<100,'male single',young-adult,'unskilled resident',good
'no checking','critical/other existing credit','new car',exceptional,'no known savings','male single',young-adult,'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit','new car',high,100<=X<500,'male mar/wid',young-adult,skilled,good
0<=X<200,'existing paid',radio/tv,moderate,<100,'male mar/wid',adult,'unskilled resident',good
<0,'existing paid',furniture/equipment,high,<100,'male div/sep',adult,'unskilled resident',bad
'no checking','existing paid','used car',high,'no known savings','female div/dep/mar',adult,skilled,good
0<=X<200,'critical/other existing credit',furniture/equipment,high,<100,'male single',young-adult,skilled,good
'no checking','critical/other existing credit',radio/tv,moderate,<100,'male single',elderly,'unskilled resident',good
<0,'existing paid','used car',high,'no known savings','female div/dep/mar',young-adult,skilled,good
<0,'critical/other existing credit',education,really-high,<100,'female div/dep/mar',young-adult,'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit','used car',high,<100,'male single',adult,'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',radio/tv,high,100<=X<500,'male single',adult,skilled,good
>=200,'critical/other existing credit','new car',moderate,500<=X<1000,'male single',elderly,'unemp/unskilled non res',good
<0,'existing paid','new car',moderate,'no known savings','female div/dep/mar',young-adult,skilled,bad
'no checking','critical/other existing credit','new car',high,<100,'male single',adult,skilled,good
<0,'existing paid',radio/tv,high,<100,'female div/dep/mar',young-adult,skilled,good
'no checking','critical/other existing credit','used car',really-high,>=1000,'male single',adult,'high qualif/self emp/mgmt',good
0<=X<200,'existing paid',repairs,high,<100,'female div/dep/mar',elderly,skilled,good
0<=X<200,'critical/other existing credit',radio/tv,high,<100,'male single',young-adult,skilled,bad
'no checking','critical/other existing credit','new car',moderate,>=1000,'male single',adult,skilled,good
0<=X<200,'no credits/all paid',retraining,moderate,<100,'male single',adult,'unskilled resident',good
0<=X<200,'existing paid','new car',low,100<=X<500,'female div/dep/mar',young-adult,'unskilled resident',bad
0<=X<200,'existing paid','used car',really-high,'no known savings','male div/sep',adult,'high qualif/self emp/mgmt',good
0<=X<200,'existing paid',business,moderate,>=1000,'male single',adult,'unskilled resident',good
'no checking','existing paid',radio/tv,high,500<=X<1000,'male single',adult,skilled,good
'no checking','critical/other existing credit','used car',high,'no known savings','male single',adult,skilled,good
0<=X<200,'delayed previously',education,exceptional,<100,'male single',adult,skilled,bad
<0,'critical/other existing credit',education,really-high,<100,'male single',young-adult,skilled,bad
0<=X<200,'existing paid',business,moderate,<100,'female div/dep/mar',adult,skilled,bad
'no checking','existing paid','used car',really-high,'no known savings','male single',adult,'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',furniture/equipment,moderate,'no known savings','male mar/wid',young-adult,skilled,good
>=200,'existing paid',furniture/equipment,high,<100,'male div/sep',adult,skilled,good
'no checking','existing paid',furniture/equipment,high,500<=X<1000,'male single',adult,skilled,good
'no checking','existing paid',furniture/equipment,high,100<=X<500,'female div/dep/mar',young-adult,skilled,good
<0,'existing paid','used car',really-high,'no known savings','male single',adult,skilled,bad
'no checking','critical/other existing credit',furniture/equipment,moderate,<100,'female div/dep/mar',young-adult,'unskilled resident',good
'no checking','delayed previously','new car',low,'no known savings','male mar/wid',adult,skilled,good
0<=X<200,'existing paid','new car',moderate,'no known savings','male single',adult,'unemp/unskilled non res',good
'no checking','critical/other existing credit',education,moderate,<100,'male single',adult,skilled,good
0<=X<200,'critical/other existing credit',radio/tv,moderate,<100,'female div/dep/mar',adult,'unskilled resident',good
<0,'critical/other existing credit',furniture/equipment,high,<100,'female div/dep/mar',young-adult,skilled,good
'no checking','critical/other existing credit',radio/tv,low,'no known savings','male single',adult,skilled,good
0<=X<200,'existing paid','new car',really-high,'no known savings','female div/dep/mar',young-adult,'unemp/unskilled non res',good
<0,'existing paid','new car',really-high,<100,'male single',young-adult,skilled,bad
0<=X<200,'existing paid',radio/tv,low,<100,'male mar/wid',young-adult,'unskilled resident',good
'no checking','critical/other existing credit',radio/tv,low,'no known savings','male single',elderly,skilled,good
0<=X<200,'all paid','used car',really-high,<100,'male single',adult,'high qualif/self emp/mgmt',good
0<=X<200,'no credits/all paid','new car',moderate,<100,'female div/dep/mar',young-adult,'unemp/unskilled non res',bad
0<=X<200,'existing paid',business,low,<100,'male mar/wid',young-adult,skilled,good
0<=X<200,'existing paid',radio/tv,very-low,<100,'male mar/wid',young-adult,'unskilled resident',good
<0,'critical/other existing credit','used car',really-high,<100,'male single',young-adult,skilled,bad
<0,'existing paid','domestic appliance',high,<100,'male single',adult,skilled,bad
<0,'existing paid','new car',high,<100,'male single',adult,skilled,bad
0<=X<200,'delayed previously','new car',really-high,<100,'female div/dep/mar',adult,skilled,good
'no checking','existing paid','domestic appliance',moderate,500<=X<1000,'male div/sep',elderly,skilled,good
'no checking','critical/other existing credit',radio/tv,moderate,<100,'female div/dep/mar',young-adult,skilled,good
<0,'existing paid',other,exceptional,<100,'male div/sep',adult,'high qualif/self emp/mgmt',good
<0,'existing paid',radio/tv,moderate,<100,'male mar/wid',young-adult,skilled,bad
'no checking','existing paid','new car',moderate,<100,'male mar/wid',young-adult,skilled,good
>=200,'existing paid',radio/tv,high,<100,'male mar/wid',young-adult,skilled,good
<0,'existing paid',furniture/equipment,high,<100,'male single',adult,skilled,bad
<0,'critical/other existing credit','new car',low,<100,'male single',adult,'unskilled resident',good
'no checking','critical/other existing credit',furniture/equipment,high,<100,'male div/sep',adult,'high qualif/self emp/mgmt',good
<0,'critical/other existing credit','new car',moderate,<100,'male mar/wid',young-adult,skilled,good
<0,'critical/other existing credit','new car',high,<100,'female div/dep/mar',adult,skilled,bad
'no checking','no credits/all paid',business,high,<100,'male single',adult,skilled,bad
<0,'existing paid','used car',really-high,'no known savings','male single',adult,skilled,bad
0<=X<200,'delayed previously',business,really-high,'no known savings','male single',adult,skilled,good
'no checking','delayed previously',business,high,500<=X<1000,'male single',adult,skilled,good
<0,'existing paid','new car',moderate,<100,'female div/dep/mar',young-adult,skilled,bad
<0,'no credits/all paid',business,exceptional,<100,'male single',young-adult,skilled,bad
0<=X<200,'existing paid',radio/tv,really-high,'no known savings','female div/dep/mar',adult,skilled,good
>=200,'existing paid',radio/tv,high,<100,'female div/dep/mar',young-adult,'unskilled resident',bad
<0,'no credits/all paid','new car',moderate,<100,'male single',adult,skilled,bad
'no checking','existing paid',radio/tv,low,'no known savings','female div/dep/mar',young-adult,skilled,good
'no checking','existing paid',furniture/equipment,low,<100,'female div/dep/mar',young-adult,'unskilled resident',good
<0,'critical/other existing credit','used car',high,<100,'male single',elderly,skilled,good
'no checking','critical/other existing credit',radio/tv,high,<100,'male mar/wid',adult,skilled,good
<0,'existing paid',furniture/equipment,really-high,<100,'male single',young-adult,skilled,bad
'no checking','delayed previously','used car',high,<100,'male single',young-adult,'unskilled resident',good
'no checking','existing paid',repairs,moderate,<100,'female div/dep/mar',young-adult,skilled,bad
'no checking','all paid',business,moderate,<100,'male single',adult,skilled,good
'no checking','existing paid',furniture/equipment,high,<100,'male single',adult,skilled,good
0<=X<200,'existing paid',furniture/equipment,high,'no known savings','male single',adult,skilled,good
'no checking','existing paid','new car',really-high,'no known savings','male single',elderly,skilled,bad
'no checking','existing paid','new car',moderate,<100,'male mar/wid',young-adult,skilled,good
<0,'existing paid',radio/tv,moderate,<100,'male single',adult,skilled,good
<0,'existing paid',radio/tv,low,<100,'male single',adult,'unskilled resident',bad
<0,'critical/other existing credit','new car',high,<100,'male mar/wid',adult,skilled,bad
'no checking','critical/other existing credit','used car',high,'no known savings','male single',adult,skilled,good
'no checking','critical/other existing credit',radio/tv,moderate,<100,'male single',adult,skilled,good
<0,'all paid','new car',moderate,<100,'male single',adult,'unskilled resident',bad
'no checking','delayed previously','new car',exceptional,<100,'male single',adult,skilled,good
'no checking','existing paid','new car',moderate,100<=X<500,'male mar/wid',adult,skilled,good
'no checking','existing paid',retraining,low,'no known savings','female div/dep/mar',adult,skilled,good
'no checking','critical/other existing credit',furniture/equipment,high,<100,'male single',young-adult,skilled,good
<0,'existing paid','new car',high,<100,'female div/dep/mar',young-adult,skilled,bad
'no checking','existing paid','new car',high,100<=X<500,'male single',young-adult,skilled,good
'no checking','critical/other existing credit','used car',really-high,>=1000,'male single',young-adult,skilled,good
'no checking','delayed previously',business,high,<100,'male mar/wid',young-adult,skilled,bad
<0,'existing paid',radio/tv,high,<100,'female div/dep/mar',adult,skilled,bad
'no checking','critical/other existing credit',furniture/equipment,high,>=1000,'male single',adult,'unskilled resident',good
'no checking','existing paid',furniture/equipment,high,<100,'male single',young-adult,'unskilled resident',bad
'no checking','existing paid',furniture/equipment,high,500<=X<1000,'female div/dep/mar',young-adult,skilled,good
<0,'existing paid',radio/tv,high,<100,'female div/dep/mar',young-adult,skilled,good
'no checking','critical/other existing credit',furniture/equipment,high,<100,'male single',adult,skilled,good
'no checking','existing paid',business,really-high,'no known savings','male single',adult,skilled,good
<0,'existing paid',furniture/equipment,low,<100,'female div/dep/mar',young-adult,skilled,good
'no checking','delayed previously',furniture/equipment,really-high,500<=X<1000,'female div/dep/mar',adult,skilled,good
>=200,'critical/other existing credit','new car',moderate,<100,'male single',adult,skilled,good
<0,'critical/other existing credit',business,moderate,100<=X<500,'male single',young-adult,skilled,good
'no checking','existing paid','domestic appliance',low,'no known savings','female div/dep/mar',young-adult,skilled,good
<0,'existing paid',furniture/equipment,high,<100,'male single',young-adult,'unskilled resident',good
0<=X<200,'critical/other existing credit','new car',moderate,>=1000,'female div/dep/mar',adult,skilled,good
<0,'all paid',radio/tv,moderate,<100,'male single',adult,'high qualif/self emp/mgmt',good
'no checking','existing paid',radio/tv,high,<100,'male single',young-adult,skilled,good
<0,'existing paid','new car',moderate,<100,'male single',young-adult,'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit',radio/tv,really-high,'no known savings','male single',adult,skilled,good
'no checking','existing paid','used car',really-high,<100,'male single',adult,'high qualif/self emp/mgmt',good
'no checking','existing paid','used car',really-high,'no known savings','male div/sep',adult,skilled,good
0<=X<200,'critical/other existing credit','new car',high,'no known savings','male single',adult,skilled,good
'no checking','critical/other existing credit',radio/tv,moderate,<100,'female div/dep/mar',elderly,'unemp/unskilled non res',good
0<=X<200,'existing paid',furniture/equipment,high,<100,'male div/sep',adult,skilled,bad
<0,'existing paid',education,really-high,<100,'female div/dep/mar',adult,skilled,bad
0<=X<200,'critical/other existing credit',business,high,'no known savings','male single',adult,skilled,good
0<=X<200,'existing paid',business,exceptional,<100,'male single',young-adult,skilled,bad
'no checking','critical/other existing credit','new car',really-high,<100,'male single',adult,'high qualif/self emp/mgmt',good
'no checking','all paid','used car',really-high,'no known savings','male single',adult,skilled,good
<0,'critical/other existing credit',business,high,<100,'male single',adult,'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',radio/tv,moderate,<100,'male single',adult,skilled,good
<0,'critical/other existing credit','new car',high,<100,'male single',adult,'unskilled resident',good
0<=X<200,'critical/other existing credit','used car',really-high,<100,'male single',adult,skilled,good
'no checking','critical/other existing credit',radio/tv,moderate,'no known savings','male single',young-adult,skilled,good
'no checking','delayed previously','used car',exceptional,'no known savings','male single',adult,'high qualif/self emp/mgmt',good
<0,'existing paid',radio/tv,high,<100,'female div/dep/mar',young-adult,'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',furniture/equipment,moderate,>=1000,'female div/dep/mar',adult,skilled,good
'no checking','existing paid',furniture/equipment,high,'no known savings','female div/dep/mar',adult,'unskilled resident',good
<0,'existing paid',furniture/equipment,high,<100,'male single',adult,skilled,bad
<0,'critical/other existing credit','new car',high,<100,'male single',adult,skilled,bad
'no checking','critical/other existing credit','new car',high,'no known savings','male div/sep',adult,skilled,good
'no checking','critical/other existing credit','used car',exceptional,'no known savings','male single',adult,skilled,good
'no checking','existing paid',radio/tv,moderate,'no known savings','male mar/wid',adult,skilled,good
'no checking','existing paid',radio/tv,moderate,<100,'male single',adult,'high qualif/self emp/mgmt',good
<0,'existing paid',radio/tv,moderate,<100,'male single',young-adult,'high qualif/self emp/mgmt',good
<0,'existing paid','new car',high,'no known savings','male single',young-adult,'unskilled resident',good
0<=X<200,'existing paid',education,high,'no known savings','male mar/wid',young-adult,skilled,good
'no checking','delayed previously','used car',high,<100,'female div/dep/mar',adult,'unskilled resident',good
0<=X<200,'existing paid','new car',high,'no known savings','female div/dep/mar',adult,'unskilled resident',good
'no checking','delayed previously',radio/tv,high,<100,'female div/dep/mar',adult,skilled,good
0<=X<200,'critical/other existing credit',furniture/equipment,high,<100,'female div/dep/mar',young-adult,'unskilled resident',bad
0<=X<200,'existing paid',radio/tv,high,'no known savings','female div/dep/mar',young-adult,skilled,good
'no checking','existing paid',business,high,>=1000,'male div/sep',young-adult,skilled,good
<0,'all paid',business,high,<100,'male single',adult,skilled,bad
0<=X<200,'no credits/all paid',other,exceptional,<100,'female div/dep/mar',adult,'high qualif/self emp/mgmt',bad
'no checking','existing paid','used car',high,100<=X<500,'male single',adult,skilled,good
<0,'existing paid','new car',exceptional,<100,'male single',elderly,'high qualif/self emp/mgmt',bad
<0,'existing paid',furniture/equipment,high,100<=X<500,'male div/sep',adult,skilled,bad
<0,'existing paid',furniture/equipment,high,<100,'male single',adult,'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit',furniture/equipment,moderate,<100,'female div/dep/mar',young-adult,skilled,good
'no checking','delayed previously',radio/tv,exceptional,500<=X<1000,'male single',adult,'high qualif/self emp/mgmt',good
<0,'existing paid',radio/tv,moderate,<100,'female div/dep/mar',young-adult,skilled,bad
0<=X<200,'existing paid','new car',high,<100,'male single',young-adult,skilled,good
<0,'all paid',furniture/equipment,really-high,<100,'male div/sep',adult,skilled,bad
<0,'all paid','new car',low,<100,'male single',adult,skilled,bad
<0,'critical/other existing credit',furniture/equipment,moderate,<100,'female div/dep/mar',young-adult,skilled,good
<0,'existing paid','used car',exceptional,<100,'male single',adult,skilled,bad
'no checking','existing paid',radio/tv,moderate,'no known savings','male single',adult,skilled,good
<0,'delayed previously','new car',moderate,<100,'male single',adult,'unskilled resident',good
<0,'existing paid',furniture/equipment,moderate,<100,'male single',young-adult,'unskilled resident',good
0<=X<200,'existing paid',radio/tv,moderate,<100,'female div/dep/mar',young-adult,skilled,bad
'no checking','critical/other existing credit','new car',moderate,<100,'male single',young-adult,skilled,good
'no checking','critical/other existing credit',radio/tv,low,500<=X<1000,'male single',adult,skilled,good
<0,'existing paid',radio/tv,moderate,<100,'female div/dep/mar',young-adult,skilled,good
0<=X<200,'delayed previously',radio/tv,moderate,100<=X<500,'male single',young-adult,'high qualif/self emp/mgmt',bad
>=200,'existing paid',radio/tv,low,<100,'female div/dep/mar',young-adult,'unskilled resident',bad
0<=X<200,'existing paid',radio/tv,high,<100,'male mar/wid',young-adult,'high qualif/self emp/mgmt',good
0<=X<200,'existing paid',education,really-high,<100,'male single',adult,skilled,bad
'no checking','critical/other existing credit','used car',really-high,'no known savings','male single',adult,'high qualif/self emp/mgmt',good
'no checking','existing paid','new car',high,'no known savings','male single',adult,'high qualif/self emp/mgmt',good
'no checking','existing paid','new car',moderate,<100,'male single',adult,'unskilled resident',good
'no checking','existing paid',furniture/equipment,low,'no known savings','male single',adult,skilled,good
'no checking','critical/other existing credit','new car',moderate,<100,'male single',adult,'unskilled resident',good
<0,'existing paid',furniture/equipment,moderate,<100,'female div/dep/mar',adult,skilled,good
